"VECTOR","TARGET"
"chr8:101427745-101428756_21_+","chr8:101427745-101428756"
"chr8:101427745-101428756_17_-","chr8:101427745-101428756"
"chr8:101427745-101428756_46_-","chr8:101427745-101428756"
"chr8:101431381-101431773_14_-","chr8:101431381-101431773"
"chr8:101431381-101431773_8_-","chr8:101431381-101431773"
"chr8:101431381-101431773_12_-","chr8:101431381-101431773"
"chr8:101431381-101431773_8_+","chr8:101431381-101431773"
"chr8:101445909-101446612_20_+","chr8:101445909-101446612"
"chr8:101445909-101446612_67_+","chr8:101445909-101446612"
"chr8:101445909-101446612_55_+","chr8:101445909-101446612"
"chr8:101445909-101446612_7_+","chr8:101445909-101446612"
"chr8:101450301-101450732_18_-","chr8:101450301-101450732"
"chr8:101450301-101450732_13_+","chr8:101450301-101450732"
"chr8:101450301-101450732_14_+","chr8:101450301-101450732"
"chr8:101450301-101450732_23_-","chr8:101450301-101450732"
"chr8:101470903-101471247_16_-","chr8:101470903-101471247"
"chr8:101470903-101471247_9_+","chr8:101470903-101471247"
"chr8:101470903-101471247_3_+","chr8:101470903-101471247"
"chr8:101470903-101471247_17_-","chr8:101470903-101471247"
"chr8:101475594-101476272_34_-","chr8:101475594-101476272"
"chr8:101475594-101476272_3_+","chr8:101475594-101476272"
"chr8:101475594-101476272_15_-","chr8:101475594-101476272"
"chr8:101475594-101476272_30_-","chr8:101475594-101476272"
"chr8:101484130-101484898_27_-","chr8:101484130-101484898"
"chr8:101484130-101484898_15_-","chr8:101484130-101484898"
"chr8:101484130-101484898_9_+","chr8:101484130-101484898"
"chr8:101484130-101484898_48_-","chr8:101484130-101484898"
"chr8:101511450-101511928_16_+","chr8:101511450-101511928"
"chr8:101511450-101511928_10_-","chr8:101511450-101511928"
"chr8:101511450-101511928_28_-","chr8:101511450-101511928"
"chr8:101511450-101511928_8_+","chr8:101511450-101511928"
"chr8:101512335-101512720_3_+","chr8:101512335-101512720"
"chr8:101512335-101512720_18_+","chr8:101512335-101512720"
"chr8:101512335-101512720_22_+","chr8:101512335-101512720"
"chr8:101512335-101512720_10_-","chr8:101512335-101512720"
"chr8:101513796-101514239_13_+","chr8:101513796-101514239"
"chr8:101513796-101514239_19_+","chr8:101513796-101514239"
"chr8:101513796-101514239_10_+","chr8:101513796-101514239"
"chr8:101513796-101514239_9_+","chr8:101513796-101514239"
"chr8:101693130-101693425_3_+","chr8:101693130-101693425"
"chr8:101693130-101693425_10_-","chr8:101693130-101693425"
"chr8:101693130-101693425_8_-","chr8:101693130-101693425"
"chr8:101693130-101693425_11_+","chr8:101693130-101693425"
"chr8:101738700-101738866_7_+","chr8:101738700-101738866"
"chr8:101738700-101738866_6_+","chr8:101738700-101738866"
"chr8:101738700-101738866_9_+","chr8:101738700-101738866"
"chr8:101738700-101738866_8_+","chr8:101738700-101738866"
"chr8:101741560-101741729_2_-","chr8:101741560-101741729"
"chr8:101741560-101741729_7_+","chr8:101741560-101741729"
"chr8:101741560-101741729_4_+","chr8:101741560-101741729"
"chr8:101741560-101741729_5_+","chr8:101741560-101741729"
"chr8:101766459-101766622_12_+","chr8:101766459-101766622"
"chr8:101766459-101766622_2_+","chr8:101766459-101766622"
"chr8:101766459-101766622_8_+","chr8:101766459-101766622"
"chr8:101766459-101766622_2_-","chr8:101766459-101766622"
"chr8:101773933-101774280_4_-","chr8:101773933-101774280"
"chr8:101773933-101774280_5_-","chr8:101773933-101774280"
"chr8:101773933-101774280_13_-","chr8:101773933-101774280"
"chr8:101773933-101774280_28_-","chr8:101773933-101774280"
"chr8:101776097-101776715_19_+","chr8:101776097-101776715"
"chr8:101776097-101776715_23_+","chr8:101776097-101776715"
"chr8:101776097-101776715_6_-","chr8:101776097-101776715"
"chr8:101776097-101776715_10_+","chr8:101776097-101776715"
"chr8:101859346-101860069_39_+","chr8:101859346-101860069"
"chr8:101859346-101860069_40_+","chr8:101859346-101860069"
"chr8:101859346-101860069_35_+","chr8:101859346-101860069"
"chr8:101859346-101860069_31_-","chr8:101859346-101860069"
"chr8:101876917-101877675_24_+","chr8:101876917-101877675"
"chr8:101876917-101877675_30_+","chr8:101876917-101877675"
"chr8:101876917-101877675_8_-","chr8:101876917-101877675"
"chr8:101876917-101877675_12_-","chr8:101876917-101877675"
"chr8:101880713-101880933_8_-","chr8:101880713-101880933"
"chr8:101880713-101880933_5_+","chr8:101880713-101880933"
"chr8:101880713-101880933_9_+","chr8:101880713-101880933"
"chr8:101880713-101880933_3_+","chr8:101880713-101880933"
"chr8:101894051-101894628_39_+","chr8:101894051-101894628"
"chr8:101894051-101894628_6_-","chr8:101894051-101894628"
"chr8:101894051-101894628_31_-","chr8:101894051-101894628"
"chr8:101894051-101894628_8_-","chr8:101894051-101894628"
"chr8:101896107-101896450_9_+","chr8:101896107-101896450"
"chr8:101896107-101896450_6_+","chr8:101896107-101896450"
"chr8:101896107-101896450_1_+","chr8:101896107-101896450"
"chr8:101896107-101896450_6_-","chr8:101896107-101896450"
"chr8:101912571-101913033_2_-","chr8:101912571-101913033"
"chr8:101912571-101913033_10_-","chr8:101912571-101913033"
"chr8:101912571-101913033_3_+","chr8:101912571-101913033"
"chr8:101912571-101913033_16_-","chr8:101912571-101913033"
"chr8:101920208-101920392_6_+","chr8:101920208-101920392"
"chr8:101920208-101920392_17_+","chr8:101920208-101920392"
"chr8:101920208-101920392_4_-","chr8:101920208-101920392"
"chr8:101920208-101920392_7_+","chr8:101920208-101920392"
"chr8:101920722-101921107_34_-","chr8:101920722-101921107"
"chr8:101920722-101921107_7_-","chr8:101920722-101921107"
"chr8:101920722-101921107_9_-","chr8:101920722-101921107"
"chr8:101920722-101921107_6_-","chr8:101920722-101921107"
"chr8:101993424-101993837_13_+","chr8:101993424-101993837"
"chr8:101993424-101993837_18_+","chr8:101993424-101993837"
"chr8:101993424-101993837_20_+","chr8:101993424-101993837"
"chr8:101993424-101993837_16_+","chr8:101993424-101993837"
"chr8:101994376-101994816_39_+","chr8:101994376-101994816"
"chr8:101994376-101994816_15_-","chr8:101994376-101994816"
"chr8:101994376-101994816_34_+","chr8:101994376-101994816"
"chr8:101994376-101994816_37_+","chr8:101994376-101994816"
"chr8:101997946-101999135_16_+","chr8:101997946-101999135"
"chr8:101997946-101999135_58_+","chr8:101997946-101999135"
"chr8:101997946-101999135_59_+","chr8:101997946-101999135"
"chr8:101997946-101999135_57_+","chr8:101997946-101999135"
"chr8:102015676-102016218_5_-","chr8:102015676-102016218"
"chr8:102015676-102016218_6_-","chr8:102015676-102016218"
"chr8:102015676-102016218_13_-","chr8:102015676-102016218"
"chr8:102015676-102016218_18_-","chr8:102015676-102016218"
"chr8:102022053-102022313_4_-","chr8:102022053-102022313"
"chr8:102022053-102022313_17_+","chr8:102022053-102022313"
"chr8:102022053-102022313_2_-","chr8:102022053-102022313"
"chr8:102022053-102022313_3_-","chr8:102022053-102022313"
"chr8:102038392-102038833_14_-","chr8:102038392-102038833"
"chr8:102038392-102038833_28_-","chr8:102038392-102038833"
"chr8:102038392-102038833_35_+","chr8:102038392-102038833"
"chr8:102038392-102038833_6_+","chr8:102038392-102038833"
"chr8:102039588-102039925_44_-","chr8:102039588-102039925"
"chr8:102039588-102039925_5_+","chr8:102039588-102039925"
"chr8:102039588-102039925_45_-","chr8:102039588-102039925"
"chr8:102039588-102039925_16_-","chr8:102039588-102039925"
"chr8:102049164-102049678_16_+","chr8:102049164-102049678"
"chr8:102049164-102049678_10_+","chr8:102049164-102049678"
"chr8:102049164-102049678_10_-","chr8:102049164-102049678"
"chr8:102049164-102049678_13_-","chr8:102049164-102049678"
"chr8:102060829-102061408_23_-","chr8:102060829-102061408"
"chr8:102060829-102061408_34_-","chr8:102060829-102061408"
"chr8:102060829-102061408_30_-","chr8:102060829-102061408"
"chr8:102060829-102061408_43_-","chr8:102060829-102061408"
"chr8:102063528-102064418_65_+","chr8:102063528-102064418"
"chr8:102063528-102064418_36_-","chr8:102063528-102064418"
"chr8:102063528-102064418_27_+","chr8:102063528-102064418"
"chr8:102063528-102064418_35_-","chr8:102063528-102064418"
"chr8:102092599-102093402_93_-","chr8:102092599-102093402"
"chr8:102092599-102093402_63_+","chr8:102092599-102093402"
"chr8:102092599-102093402_76_-","chr8:102092599-102093402"
"chr8:102092599-102093402_83_-","chr8:102092599-102093402"
"chr8:102103088-102103581_17_+","chr8:102103088-102103581"
"chr8:102103088-102103581_16_+","chr8:102103088-102103581"
"chr8:102103088-102103581_4_-","chr8:102103088-102103581"
"chr8:102103088-102103581_50_+","chr8:102103088-102103581"
"chr8:102110005-102110323_31_+","chr8:102110005-102110323"
"chr8:102110005-102110323_6_+","chr8:102110005-102110323"
"chr8:102110005-102110323_5_-","chr8:102110005-102110323"
"chr8:102110005-102110323_12_+","chr8:102110005-102110323"
"chr8:102110758-102111107_38_-","chr8:102110758-102111107"
"chr8:102110758-102111107_10_-","chr8:102110758-102111107"
"chr8:102110758-102111107_9_-","chr8:102110758-102111107"
"chr8:102110758-102111107_7_-","chr8:102110758-102111107"
"chr8:102120698-102121283_17_+","chr8:102120698-102121283"
"chr8:102120698-102121283_7_-","chr8:102120698-102121283"
"chr8:102120698-102121283_9_-","chr8:102120698-102121283"
"chr8:102120698-102121283_27_-","chr8:102120698-102121283"
"chr8:102121715-102122062_8_+","chr8:102121715-102122062"
"chr8:102121715-102122062_7_+","chr8:102121715-102122062"
"chr8:102121715-102122062_7_-","chr8:102121715-102122062"
"chr8:102121715-102122062_3_+","chr8:102121715-102122062"
"chr8:102130160-102130301_3_-","chr8:102130160-102130301"
"chr8:102130160-102130301_5_+","chr8:102130160-102130301"
"chr8:102130160-102130301_6_+","chr8:102130160-102130301"
"chr8:102130160-102130301_16_-","chr8:102130160-102130301"
"chr8:102135505-102135825_4_+","chr8:102135505-102135825"
"chr8:102135505-102135825_5_+","chr8:102135505-102135825"
"chr8:102135505-102135825_6_-","chr8:102135505-102135825"
"chr8:102135505-102135825_25_-","chr8:102135505-102135825"
"chr8:102137163-102137307_17_+","chr8:102137163-102137307"
"chr8:102137163-102137307_18_+","chr8:102137163-102137307"
"chr8:102137163-102137307_7_-","chr8:102137163-102137307"
"chr8:102137163-102137307_5_+","chr8:102137163-102137307"
"chr8:102149337-102150014_18_-","chr8:102149337-102150014"
"chr8:102149337-102150014_10_-","chr8:102149337-102150014"
"chr8:102149337-102150014_35_-","chr8:102149337-102150014"
"chr8:102149337-102150014_36_-","chr8:102149337-102150014"
"chr8:102150469-102151128_16_-","chr8:102150469-102151128"
"chr8:102150469-102151128_14_+","chr8:102150469-102151128"
"chr8:102150469-102151128_19_-","chr8:102150469-102151128"
"chr8:102150469-102151128_12_+","chr8:102150469-102151128"
"chr8:102161670-102162674_35_-","chr8:102161670-102162674"
"chr8:102161670-102162674_14_-","chr8:102161670-102162674"
"chr8:102161670-102162674_19_+","chr8:102161670-102162674"
"chr8:102161670-102162674_10_-","chr8:102161670-102162674"
"chr8:102165890-102166365_23_-","chr8:102165890-102166365"
"chr8:102165890-102166365_25_-","chr8:102165890-102166365"
"chr8:102165890-102166365_4_+","chr8:102165890-102166365"
"chr8:102165890-102166365_20_+","chr8:102165890-102166365"
"chr8:102166894-102167844_42_-","chr8:102166894-102167844"
"chr8:102166894-102167844_36_-","chr8:102166894-102167844"
"chr8:102166894-102167844_39_+","chr8:102166894-102167844"
"chr8:102166894-102167844_37_-","chr8:102166894-102167844"
"chr8:102169706-102170203_19_+","chr8:102169706-102170203"
"chr8:102169706-102170203_36_-","chr8:102169706-102170203"
"chr8:102169706-102170203_35_-","chr8:102169706-102170203"
"chr8:102169706-102170203_7_+","chr8:102169706-102170203"
"chr8:102171068-102172101_31_-","chr8:102171068-102172101"
"chr8:102171068-102172101_36_+","chr8:102171068-102172101"
"chr8:102171068-102172101_32_+","chr8:102171068-102172101"
"chr8:102171068-102172101_12_+","chr8:102171068-102172101"
"chr8:102209982-102210471_6_+","chr8:102209982-102210471"
"chr8:102209982-102210471_10_+","chr8:102209982-102210471"
"chr8:102209982-102210471_9_+","chr8:102209982-102210471"
"chr8:102209982-102210471_12_+","chr8:102209982-102210471"
"chr8:102210474-102211148_17_+","chr8:102210474-102211148"
"chr8:102210474-102211148_20_+","chr8:102210474-102211148"
"chr8:102210474-102211148_5_-","chr8:102210474-102211148"
"chr8:102210474-102211148_22_+","chr8:102210474-102211148"
"chr8:102234634-102235570_22_+","chr8:102234634-102235570"
"chr8:102234634-102235570_21_-","chr8:102234634-102235570"
"chr8:102234634-102235570_18_-","chr8:102234634-102235570"
"chr8:102234634-102235570_21_+","chr8:102234634-102235570"
"chr8:102257606-102258088_20_+","chr8:102257606-102258088"
"chr8:102257606-102258088_7_-","chr8:102257606-102258088"
"chr8:102257606-102258088_21_-","chr8:102257606-102258088"
"chr8:102257606-102258088_21_+","chr8:102257606-102258088"
"chr8:102300211-102300997_12_+","chr8:102300211-102300997"
"chr8:102300211-102300997_43_-","chr8:102300211-102300997"
"chr8:102300211-102300997_17_+","chr8:102300211-102300997"
"chr8:102300211-102300997_13_+","chr8:102300211-102300997"
"chr8:102313624-102313961_21_-","chr8:102313624-102313961"
"chr8:102313624-102313961_17_-","chr8:102313624-102313961"
"chr8:102313624-102313961_20_+","chr8:102313624-102313961"
"chr8:102313624-102313961_18_-","chr8:102313624-102313961"
"chr8:102345144-102345514_11_-","chr8:102345144-102345514"
"chr8:102345144-102345514_25_-","chr8:102345144-102345514"
"chr8:102345144-102345514_26_+","chr8:102345144-102345514"
"chr8:102345144-102345514_27_-","chr8:102345144-102345514"
"chr8:102386099-102386755_9_-","chr8:102386099-102386755"
"chr8:102386099-102386755_20_+","chr8:102386099-102386755"
"chr8:102386099-102386755_4_+","chr8:102386099-102386755"
"chr8:102386099-102386755_17_-","chr8:102386099-102386755"
"chr8:102388103-102389030_27_-","chr8:102388103-102389030"
"chr8:102388103-102389030_35_+","chr8:102388103-102389030"
"chr8:102388103-102389030_20_+","chr8:102388103-102389030"
"chr8:102388103-102389030_26_-","chr8:102388103-102389030"
"chr8:102389035-102389341_6_-","chr8:102389035-102389341"
"chr8:102389035-102389341_2_+","chr8:102389035-102389341"
"chr8:102389035-102389341_3_+","chr8:102389035-102389341"
"chr8:102389035-102389341_1_+","chr8:102389035-102389341"
"chr8:102772070-102772887_11_+","chr8:102772070-102772887"
"chr8:102772070-102772887_12_+","chr8:102772070-102772887"
"chr8:102772070-102772887_33_-","chr8:102772070-102772887"
"chr8:102772070-102772887_24_-","chr8:102772070-102772887"
"chr8:102914471-102915262_42_-","chr8:102914471-102915262"
"chr8:102914471-102915262_12_-","chr8:102914471-102915262"
"chr8:102914471-102915262_17_+","chr8:102914471-102915262"
"chr8:102914471-102915262_18_+","chr8:102914471-102915262"
"chr8:102960019-102960723_44_+","chr8:102960019-102960723"
"chr8:102960019-102960723_14_+","chr8:102960019-102960723"
"chr8:102960019-102960723_10_-","chr8:102960019-102960723"
"chr8:102960019-102960723_4_-","chr8:102960019-102960723"
"chr8:103019807-103020212_7_+","chr8:103019807-103020212"
"chr8:103019807-103020212_4_+","chr8:103019807-103020212"
"chr8:103019807-103020212_2_-","chr8:103019807-103020212"
"chr8:103019807-103020212_18_-","chr8:103019807-103020212"
"chr8:103021946-103022527_20_+","chr8:103021946-103022527"
"chr8:103021946-103022527_26_-","chr8:103021946-103022527"
"chr8:103021946-103022527_8_-","chr8:103021946-103022527"
"chr8:103021946-103022527_23_+","chr8:103021946-103022527"
"chr8:103022915-103023088_6_-","chr8:103022915-103023088"
"chr8:103022915-103023088_9_+","chr8:103022915-103023088"
"chr8:103022915-103023088_2_+","chr8:103022915-103023088"
"chr8:103022915-103023088_7_-","chr8:103022915-103023088"
"chr8:103023542-103023665_3_+","chr8:103023542-103023665"
"chr8:103023542-103023665_7_-","chr8:103023542-103023665"
"chr8:103023542-103023665_8_-","chr8:103023542-103023665"
"chr8:103023542-103023665_5_-","chr8:103023542-103023665"
"chr8:103080021-103080469_15_+","chr8:103080021-103080469"
"chr8:103080021-103080469_13_+","chr8:103080021-103080469"
"chr8:103080021-103080469_34_-","chr8:103080021-103080469"
"chr8:103080021-103080469_6_+","chr8:103080021-103080469"
"chr8:103119766-103120795_38_+","chr8:103119766-103120795"
"chr8:103119766-103120795_17_+","chr8:103119766-103120795"
"chr8:103119766-103120795_33_+","chr8:103119766-103120795"
"chr8:103119766-103120795_10_+","chr8:103119766-103120795"
"chr8:103269220-103269774_17_+","chr8:103269220-103269774"
"chr8:103269220-103269774_18_+","chr8:103269220-103269774"
"chr8:103269220-103269774_22_+","chr8:103269220-103269774"
"chr8:103269220-103269774_3_-","chr8:103269220-103269774"
"chr8:103299547-103299909_13_+","chr8:103299547-103299909"
"chr8:103299547-103299909_17_+","chr8:103299547-103299909"
"chr8:103299547-103299909_16_+","chr8:103299547-103299909"
"chr8:103299547-103299909_11_+","chr8:103299547-103299909"
"chr8:103387756-103388165_12_+","chr8:103387756-103388165"
"chr8:103387756-103388165_6_-","chr8:103387756-103388165"
"chr8:103387756-103388165_17_+","chr8:103387756-103388165"
"chr8:103387756-103388165_14_+","chr8:103387756-103388165"
"chr8:103393142-103393405_12_+","chr8:103393142-103393405"
"chr8:103393142-103393405_14_+","chr8:103393142-103393405"
"chr8:103393142-103393405_5_-","chr8:103393142-103393405"
"chr8:103393142-103393405_13_+","chr8:103393142-103393405"
"chr8:103393410-103393647_7_-","chr8:103393410-103393647"
"chr8:103393410-103393647_8_+","chr8:103393410-103393647"
"chr8:103393410-103393647_5_-","chr8:103393410-103393647"
"chr8:103393410-103393647_9_+","chr8:103393410-103393647"
"chr8:103393657-103393952_5_-","chr8:103393657-103393952"
"chr8:103393657-103393952_13_-","chr8:103393657-103393952"
"chr8:103393657-103393952_6_-","chr8:103393657-103393952"
"chr8:103393657-103393952_3_-","chr8:103393657-103393952"
"chr8:103395308-103395708_24_+","chr8:103395308-103395708"
"chr8:103395308-103395708_14_-","chr8:103395308-103395708"
"chr8:103395308-103395708_23_-","chr8:103395308-103395708"
"chr8:103395308-103395708_11_-","chr8:103395308-103395708"
"chr8:103404081-103404236_2_+","chr8:103404081-103404236"
"chr8:103404081-103404236_7_-","chr8:103404081-103404236"
"chr8:103404081-103404236_8_-","chr8:103404081-103404236"
"chr8:103404081-103404236_6_-","chr8:103404081-103404236"
"chr8:103404252-103404439_14_-","chr8:103404252-103404439"
"chr8:103404252-103404439_3_+","chr8:103404252-103404439"
"chr8:103404252-103404439_12_-","chr8:103404252-103404439"
"chr8:103404252-103404439_4_+","chr8:103404252-103404439"
"chr8:103404832-103405546_3_+","chr8:103404832-103405546"
"chr8:103404832-103405546_2_+","chr8:103404832-103405546"
"chr8:103404832-103405546_15_-","chr8:103404832-103405546"
"chr8:103404832-103405546_4_+","chr8:103404832-103405546"
"chr8:103409162-103409492_17_-","chr8:103409162-103409492"
"chr8:103409162-103409492_21_-","chr8:103409162-103409492"
"chr8:103409162-103409492_8_-","chr8:103409162-103409492"
"chr8:103409162-103409492_7_-","chr8:103409162-103409492"
"chr8:103442111-103442342_5_-","chr8:103442111-103442342"
"chr8:103442111-103442342_6_-","chr8:103442111-103442342"
"chr8:103442111-103442342_8_+","chr8:103442111-103442342"
"chr8:103442111-103442342_2_+","chr8:103442111-103442342"
"chr8:103456120-103456808_22_-","chr8:103456120-103456808"
"chr8:103456120-103456808_1_+","chr8:103456120-103456808"
"chr8:103456120-103456808_20_+","chr8:103456120-103456808"
"chr8:103456120-103456808_26_-","chr8:103456120-103456808"
"chr8:103489956-103490369_11_-","chr8:103489956-103490369"
"chr8:103489956-103490369_2_-","chr8:103489956-103490369"
"chr8:103489956-103490369_5_-","chr8:103489956-103490369"
"chr8:103489956-103490369_17_-","chr8:103489956-103490369"
"chr8:103513287-103513823_39_-","chr8:103513287-103513823"
"chr8:103513287-103513823_36_-","chr8:103513287-103513823"
